# InfraPy Beamforming (fk) Results
# 
# Data summary:
#     IM.I53H1..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H2..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H3..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H4..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H5..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H6..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H7..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
#     IM.I53H8..BDF	2019-10-03T01:00:00.000000Z - 2019-10-03T05:00:00.000000Z
# 
#   channel_cnt: 8
#   t0: 2019-10-03T01:00:00.000000Z
#   latitude: 64.875
#   longitude: -147.86115
# 
# Algorithm parameters:
#   freq_min: 1.0
#   freq_max: 5.0
#   back_az_min: -180.0
#   back_az_max: 180.0
#   back_az_step: 2.0
#   trace_vel_min: 300.0
#   trace_vel_max: 600.0
#   trace_vel_step: 2.5
#   method: bartlett
#   signal_start: 2019-10-03T01:00:00.00
#   signal_end: 2019-10-03T05:00:00.00
#   window_len: 20.0
#   sub_window_len: None
#   window_step: 5.0
# 
# Time (rel t0) [s]      Back Az [deg]	           Tr. Velocity [m/s]       F-stat
1.000000000000000000e+01 -1.419999941835834534e+02 4.487069903209250015e+02 1.810012002429207234e+00
1.500000000000000000e+01 -4.811592410687019594e+01 3.654802343308706440e+02 1.664420531173204765e+00
2.000000000000000000e+01 -3.228019987622027287e+01 5.262742846107227024e+02 1.732220758040078801e+00
2.500000000000000000e+01 1.259279594906197417e+02 5.449759157347565406e+02 1.579960977806007305e+00
3.000000000000000000e+01 6.020670152979931089e+01 4.651123659266174286e+02 1.696606753778268972e+00
3.500000000000000000e+01 -1.214987808986430053e+02 4.419828659580507519e+02 1.897166026469643274e+00
4.000000000000000000e+01 1.376955786956318946e+02 3.594104344317551636e+02 1.730800888514143709e+00
4.500000000000000000e+01 4.805017416360289673e+01 4.026948947266807295e+02 1.807945989551360322e+00
5.000000000000000000e+01 4.786557660681241799e+01 4.019772817354520384e+02 1.763369733502818448e+00
5.500000000000000000e+01 -1.743281536030560517e+02 3.776158194047106917e+02 1.892113109029931906e+00
6.000000000000000000e+01 -1.721420804639776634e+02 3.323879851301422832e+02 1.627536509215755878e+00
6.500000000000000000e+01 1.341392182784036891e+02 3.500509427303008465e+02 1.625294673944916335e+00
7.000000000000000000e+01 -1.678629774636271179e+02 3.345072345193393630e+02 1.791394192212337977e+00
7.500000000000000000e+01 1.380458322974572241e+02 3.343299948428818311e+02 1.767141824830477326e+00
8.000000000000000000e+01 1.246572455653370497e+02 3.343676538033594738e+02 1.772784936610558137e+00
8.500000000000000000e+01 5.394249136005400658e+01 3.276178322796972111e+02 1.607115370264377452e+00
9.000000000000000000e+01 -1.120114655862275583e+02 3.729732147737861396e+02 1.680215443374434958e+00
9.500000000000000000e+01 -1.702770681589705077e+02 3.377315762013174663e+02 1.696273528258998242e+00
1.000000000000000000e+02 1.597513533221669775e+02 3.637430731147636038e+02 1.773675290042936670e+00
1.050000000000000000e+02 1.601321247403955681e+02 3.658391692632239369e+02 1.700154251203805478e+00
1.100000000000000000e+02 -1.657052338512310712e+02 3.349054485278809352e+02 1.608381136705116843e+00
1.150000000000000000e+02 -1.636367614036798273e+02 3.342264143296092698e+02 1.632773285354808479e+00
1.200000000000000000e+02 -7.381881182796064422e+00 5.869453744189039526e+02 1.670885774032845550e+00
1.250000000000000000e+02 -1.281063240565954686e+02 3.784067688040976236e+02 1.616089821707515473e+00
1.300000000000000000e+02 -1.543613915985103802e+02 3.237270294723184634e+02 1.797381627055664177e+00
1.350000000000000000e+02 -1.610696497311514719e+01 3.466922337400428660e+02 1.728122303037924468e+00
1.400000000000000000e+02 6.178519189155350233e+01 3.276354558814043116e+02 1.610543884083202926e+00
1.450000000000000000e+02 1.379268246110077030e+02 3.561120159880363758e+02 1.643383805308201939e+00
1.500000000000000000e+02 1.037540768156441970e+02 5.564062396985350460e+02 1.755383707773535695e+00
1.550000000000000000e+02 -1.677297789041741964e+02 3.304700150832762802e+02 1.722678064380524843e+00
1.600000000000000000e+02 -1.285494598240824473e+02 4.579670097299092504e+02 1.633986336730531841e+00
1.650000000000000000e+02 1.278525695849960755e+02 3.362095602752794434e+02 1.622101625107359446e+00
1.700000000000000000e+02 1.642332900184743778e+02 3.803162728923172722e+02 1.719147115442623441e+00
1.750000000000000000e+02 -9.363888982145643070e+01 3.583995670153626065e+02 1.667194073248490005e+00
1.800000000000000000e+02 1.337653725355044969e+02 3.739229859706387629e+02 1.647140687114007296e+00
1.850000000000000000e+02 -5.363652956539830541e+01 3.535652044498794453e+02 1.635945654815774253e+00
1.900000000000000000e+02 -1.600445820308518705e+02 3.331126435040059732e+02 1.702501449858550231e+00
1.950000000000000000e+02 -1.582499741852388411e+02 4.398349153736519384e+02 1.680881808228238627e+00
2.000000000000000000e+02 1.196743445478384018e+02 5.297280151815264162e+02 1.682730077499930976e+00
2.050000000000000000e+02 1.695838850257208037e+02 3.876097507787614518e+02 1.647477802841619265e+00
2.100000000000000000e+02 -1.222088244140878714e+02 3.668950000955192081e+02 1.685373875666621446e+00
2.150000000000000000e+02 -7.605138712417046065e+01 3.427477245744946117e+02 1.654593614702631443e+00
2.200000000000000000e+02 -1.465160936446491462e+02 4.052925320110940675e+02 1.719800274231121362e+00
2.250000000000000000e+02 -1.748791077506847387e+02 3.613909726855207509e+02 1.629121179108331763e+00
2.300000000000000000e+02 -4.832482885929467642e+01 3.485603596915693743e+02 1.702625917004189970e+00
2.350000000000000000e+02 -6.804152476063683253e+01 3.035093938487470950e+02 1.605165003418742131e+00
2.400000000000000000e+02 1.200161221581234372e+01 4.253444031457440246e+02 1.594555504399185697e+00
2.450000000000000000e+02 -1.785017496161507609e+02 3.344151316753466290e+02 1.734778192291374754e+00
2.500000000000000000e+02 1.377275392279865684e+02 3.299799406504948251e+02 1.604280214865657417e+00
2.550000000000000000e+02 8.183883799181762697e+01 4.541339769438009739e+02 1.709780879983203272e+00
2.600000000000000000e+02 1.363216748104926523e+02 3.275124289697758968e+02 1.759007107610907283e+00
